individual_id,deployment_id,tag_id,study_id,sensor_type_id,individual_local_identifier,tag_local_identifier,individual_taxon_canonical_name,acceleration_x,acceleration_y,acceleration_z,activity_count,comments,external_temperature,gps_satellite_count,ground_speed,gsm_signal_strength,height_above_ellipsoid,import_marked_outlier,location_lat,location_long,tag_voltage,timestamp,event_id,visible
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,470,"STBU02",34.0,,,12,,,7.143933,39.291566,4140.0,2015-12-29 06:00:00.000,1117688042,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,470,"STBU02",40.0,,,12,,,7.149799,39.289483,4140.0,2015-12-29 09:00:00.000,1117688043,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,470,"STBU02",40.0,,,12,,,7.064666,39.322599,4140.0,2015-12-29 12:00:00.000,1117688044,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,470,"STBU02",31.0,,,12,,,7.081399,39.323749,4140.0,2015-12-29 15:00:00.000,1117688045,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,136,"STBU02",29.0,,,16,,,7.110333,39.330666,4110.0,2015-12-29 18:00:00.000,1117973391,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,136,"STBU02",26.0,,,16,,,7.110233,39.330799,4110.0,2015-12-29 21:00:00.000,1117973392,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,136,"STBU02",25.0,,,16,,,7.110383,39.330716,4110.0,2015-12-30 00:01:00.000,1117973393,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,136,"STBU02",23.0,,,16,,,7.110333,39.330599,4110.0,2015-12-30 03:00:00.000,1117973394,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,500,"STBU02",34.0,,,9,,,7.067066,39.324982,4140.0,2015-12-30 06:00:00.000,1118200953,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,500,"STBU02",42.0,,,9,,,7.06585,39.324866,4140.0,2015-12-30 09:00:00.000,1118200954,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,500,"STBU02",40.0,,,9,,,7.080816,39.325166,4140.0,2015-12-30 12:00:00.000,1118200955,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,500,"STBU02",29.0,,,9,,,7.081349,39.331232,4140.0,2015-12-30 15:00:00.000,1118200956,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,80,"STBU02",28.0,,,11,,,7.110433,39.330682,4110.0,2015-12-30 18:00:00.000,1118808397,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,80,"STBU02",25.0,,,11,,,7.1063,39.327049,4110.0,2015-12-30 21:00:00.000,1118808398,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,80,"STBU02",22.0,,,11,,,7.10645,39.327132,4110.0,2015-12-31 00:00:00.000,1118808399,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,80,"STBU02",23.0,,,11,,,7.1044,39.331232,4110.0,2015-12-31 03:00:00.000,1118808400,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,478,"STBU02",33.0,,,0,,,7.071532,39.327999,4140.0,2015-12-31 06:00:00.000,1119152434,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,478,"STBU02",42.0,,,0,,,7.065716,39.324716,4140.0,2015-12-31 09:00:00.000,1119152435,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,478,"STBU02",39.0,,,0,,,7.076682,39.317932,4140.0,2015-12-31 12:00:00.000,1119152436,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,478,"STBU02",30.0,,,0,,,7.074199,39.315516,4140.0,2015-12-31 15:00:00.000,1119152437,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,95,"STBU02",28.0,,,8,,,7.112166,39.335499,4120.0,2015-12-31 18:00:00.000,1119392861,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,95,"STBU02",27.0,,,8,,,7.1118,39.335116,4120.0,2015-12-31 21:00:00.000,1119392862,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,95,"STBU02",24.0,,,8,,,7.1124,39.335499,4120.0,2016-01-01 00:00:00.000,1119392863,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,95,"STBU02",23.0,,,8,,,7.11195,39.335266,4120.0,2016-01-01 03:00:00.000,1119392864,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,461,"STBU02",33.0,,,13,,,7.053616,39.314183,4140.0,2016-01-01 06:00:00.000,1119867768,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,461,"STBU02",30.0,,,13,,,7.054433,39.305133,4140.0,2016-01-01 09:00:00.000,1119867769,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,461,"STBU02",30.0,,,13,,,7.126099,39.279699,4140.0,2016-01-01 12:00:00.000,1119867770,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,461,"STBU02",30.0,,,13,,,7.072632,39.323416,4140.0,2016-01-01 15:00:00.000,1119867771,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,57,"STBU02",29.0,,,6,,,7.107566,39.317599,4120.0,2016-01-01 18:00:00.000,1120170064,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,57,"STBU02",26.0,,,6,,,7.1078,39.317449,4120.0,2016-01-01 21:00:00.000,1120170065,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,57,"STBU02",25.0,,,6,,,7.108016,39.317366,4120.0,2016-01-02 00:01:00.000,1120170066,true
